"Date Printed: Tuesday, June 6, 2023 11:21:49 AM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Female | Male | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2022 are considered preliminary (subject to a 12-month reporting delay). Inclusion of 2022 data in trend assessments is discouraged. Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Data by transmission category presented based on assigned sex at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2016","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","2","16.7","12,000"
"HIV diagnoses","2015","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","1","0.3","361,315"
"HIV diagnoses","2015","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","38","10.8","350,661"
"HIV diagnoses","2015","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","5","1.2","401,267"
"HIV diagnoses","2015","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","75","19.2","390,602"
"HIV diagnoses","2015","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","13,460"
"HIV diagnoses","2015","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","3","16.3","18,449"
"HIV diagnoses","2015","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","15,096"
"HIV diagnoses","2015","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","11,897"
"HIV diagnoses","2014","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","3","0.8","365,616"
"HIV diagnoses","2014","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","25","7.1","354,527"
"HIV diagnoses","2014","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","8","2.0","396,511"
"HIV diagnoses","2014","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","63","16.3","386,214"
"HIV diagnoses","2014","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","1","7.5","13,372"
"HIV diagnoses","2014","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","6","32.9","18,213"
"HIV diagnoses","2014","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","14,700"
"HIV diagnoses","2014","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","11,539"
"HIV diagnoses","2013","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","5","1.4","370,049"
"HIV diagnoses","2013","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","26","7.3","358,357"
"HIV diagnoses","2013","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","7","1.8","392,307"
"HIV diagnoses","2013","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","71","18.6","381,924"
"HIV diagnoses","2013","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","1","7.5","13,280"
"HIV diagnoses","2013","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","4","22.2","17,981"
"HIV diagnoses","2013","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","1","6.9","14,480"
"HIV diagnoses","2013","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","1","8.7","11,498"
"HIV diagnoses","2012","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","0","0.0","373,777"
"HIV diagnoses","2012","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","24","6.6","361,490"
"HIV diagnoses","2012","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","8","2.1","386,340"
"HIV diagnoses","2012","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","60","16.0","375,757"
"HIV diagnoses","2012","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","13,192"
"HIV diagnoses","2012","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","2","11.3","17,648"
"HIV diagnoses","2012","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","14,009"
"HIV diagnoses","2012","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","11,040"
"HIV diagnoses","2011","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","3","0.8","376,768"
"HIV diagnoses","2011","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","24","6.6","363,169"
"HIV diagnoses","2011","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","6","1.6","380,737"
"HIV diagnoses","2011","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","68","18.4","369,834"
"HIV diagnoses","2011","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","3","22.7","13,232"
"HIV diagnoses","2011","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","3","17.2","17,404"
"HIV diagnoses","2011","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","13,556"
"HIV diagnoses","2011","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","1","9.4","10,617"
"HIV diagnoses","2010","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","3","0.8","378,245"
"HIV diagnoses","2010","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","29","8.0","363,993"
"HIV diagnoses","2010","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","9","2.4","373,839"
"HIV diagnoses","2010","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","71","19.6","362,653"
"HIV diagnoses","2010","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","3","22.9","13,095"
"HIV diagnoses","2010","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","5","29.0","17,269"
"HIV diagnoses","2010","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","1","7.8","12,796"
"HIV diagnoses","2010","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","10,150"
"HIV diagnoses","2009","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","7","1.9","369,203"
"HIV diagnoses","2009","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","35","10.0","349,776"
"HIV diagnoses","2009","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","13","3.7","354,511"
"HIV diagnoses","2009","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","69","19.6","352,611"
"HIV diagnoses","2009","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","2","12.9","15,513"
"HIV diagnoses","2009","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","8","42.9","18,633"
"HIV diagnoses","2009","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","11,729"
"HIV diagnoses","2009","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","9,366"
"HIV diagnoses","2008","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","8","2.2","369,753"
"HIV diagnoses","2008","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","35","10.0","349,714"
"HIV diagnoses","2008","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","5","1.4","348,467"
"HIV diagnoses","2008","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","78","22.6","345,853"
"HIV diagnoses","2008","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","4","26.6","15,035"
"HIV diagnoses","2008","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","5","27.9","17,899"
"HIV diagnoses","2008","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","11,446"
"HIV diagnoses","2008","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","9,120"
"HIV diagnoses","2021","New York","36","Ages 13 years and older","White","Female","All transmission categories","47","1.0","4,840,236"
"HIV diagnoses","2021","New York","36","Ages 13 years and older","White","Male","All transmission categories","294","6.3","4,652,994"
"HIV diagnoses","2021","New York","36","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","118","7.4","1,592,683"
"HIV diagnoses","2021","New York","36","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","655","42.6","1,536,629"
"HIV diagnoses","2021","New York","36","Ages 13 years and older","Black/African American","Female","All transmission categories","206","15.8","1,303,566"
"HIV diagnoses","2021","New York","36","Ages 13 years and older","Black/African American","Male","All transmission categories","621","55.0","1,129,849"
"HIV diagnoses","2021","New York","36","Ages 13 years and older","Asian","Female","All transmission categories","9","1.1","810,088"
"HIV diagnoses","2021","New York","36","Ages 13 years and older","Asian","Male","All transmission categories","74","10.2","727,073"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","White","Female","All transmission categories","40","0.8","4,930,978"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","White","Male","All transmission categories","278","5.9","4,738,110"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","121","7.5","1,602,936"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","569","36.8","1,547,474"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","Black/African American","Female","All transmission categories","200","15.1","1,322,870"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","Black/African American","Male","All transmission categories","618","54.1","1,142,867"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","Asian","Female","All transmission categories","6","0.7","814,214"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","Asian","Male","All transmission categories","54","7.4","729,921"
"HIV diagnoses","2019","New York","36","Ages 13 years and older","White","Female","All transmission categories","44","0.9","4,829,545"
"HIV diagnoses","2019","New York","36","Ages 13 years and older","White","Male","All transmission categories","289","6.3","4,569,720"
"HIV diagnoses","2019","New York","36","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","130","8.5","1,538,354"
"HIV diagnoses","2019","New York","36","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","748","50.9","1,468,316"
"HIV diagnoses","2019","New York","36","Ages 13 years and older","Black/African American","Female","All transmission categories","269","20.9","1,287,435"
